spiderg	paintingawai,0.805700421333	itsclair,0.793143868446	jaxonthepc,0.79126739502	chonnn,0.785060167313	iamernst,0.784685194492	mpaynor,0.784635305405	majordodson,0.781233429909	paulwilk,0.780350625515	jenwong,0.780012667179	mitz,0.778363704681	
joshsh	peepwl,0.976198494434	rolandhedberg,0.973149061203	surferdwa,0.96228313446	nrust,0.951250433922	haikitni,0.948092639446	kosto,0.947194874287	dnech,0.946555733681	honkshu,0.946366906166	relnou,0.946074187756	mulakat,0.945739626884	
edblankenship	berdtwit,0.815861344337	sethsl,0.772455215454	forgottenagain,0.771368503571	healtheugen,0.771320223808	dubaife,0.770787239075	musicaltast,0.769243121147	barrettdavid,0.768941402435	sunshinework,0.766323328018	makeuptir,0.766298174858	autoaccept,0.765768885612	
oogam	hhoagi,0.774199068546	withoutmyheart,0.754663586617	epch,0.737306594849	oleng,0.732550382614	lunchthat,0.718628048897	madwelshg,0.717003703117	shiningsttar,0.71690684557	schwaben,0.707791924477	jarscot,0.706904292107	thebigdoubl,0.704281151295	
otherrrrrrrrrr	robjvinc,0.661881327629	zucker,0.638227939606	stewart,0.637379765511	zach,0.619632720947	polamalu,0.618294417858	gina,0.618082880974	ilov,0.614154338837	loran,0.613252878189	segal,0.61224603653	whelch,0.612108647823	
nileyrox	nakakaingget,0.636959195137	fusillimari,0.631598472595	victoriamb,0.621638298035	boredortho,0.620910346508	djfrueisolkdjfew,0.618745565414	djozeer,0.615175485611	kimmyic,0.614291667938	dancedivam,0.613155126572	theroxburygrl,0.612656235695	jessvaughn,0.609538912773	
astrowebgirl	grenton,0.830903947353	tsuvik,0.827790498734	ohkeep,0.820009946823	brandonlk,0.819048404694	mardixon,0.818579792976	nastaha,0.818044066429	jonnyfishboi,0.816747188568	pauliniunia,0.81647837162	dmf,0.814935684204	wingreenhil,0.813357234001	
chricrobi	whatsnthisjuic,0.624972701073	hoo,0.601737380028	estatsoftbal,0.579028367996	ambiguousangel,0.576919198036	brittanydarbi,0.566429495811	beetlefursuit,0.565069556236	cariaysin,0.557151854038	catherinepan,0.551207780838	oddjest,0.549107313156	jazster,0.549076795578	
vapiano	hungryyi,0.708735704422	bigbreadc,0.700828969479	eskimalito,0.698585629463	ltthose,0.69745028019	aeonpleas,0.696638584137	curdd,0.696582734585	itdiestodai,0.695082068443	nuttt,0.691659033298	bethi,0.688875257969	hotpocket,0.686689376831	
wwwwatotocom	lovelovelovelovelovelov,0.675662994385	watoto,0.673895597458	linara,0.648790717125	atheist,0.647682070732	democract,0.642692685127	preachin,0.642196536064	quotseethruquot,0.634791851044	rickgallagh,0.63349366188	shreksteronlin,0.631402730942	ericcrunk,0.630078196526	
megzon	brianchenri,0.604603052139	sincer,0.578271627426	dcgrrl,0.551515042782	noiseofup,0.538831353188	reyci,0.531852602959	youjenni,0.530838251114	apologi,0.523882389069	tsaicharl,0.523312807083	csratliff,0.518468737602	simonback,0.518339276314	
mssnina	fransc,0.624764859676	mizangam,0.622118771076	ceeceeliu,0.606795310974	missdoherti,0.604069173336	quotrightwingquot,0.602819085121	darwinshom,0.599029004574	chayne,0.598867356777	orgsquot,0.596932411194	talenteddo,0.596555233002	sethyoung,0.594743609428	
kayyi	johnsonvil,0.810963749886	muahhh,0.802973747253	kayrutledg,0.799028813839	cookgril,0.798700392246	powa,0.797051072121	whatabeauti,0.796633899212	clrzqstn,0.795529782772	thanksz,0.791501641273	foodless,0.791134476662	maioushi,0.790817141533	
rudystar	joemikeobi,0.790267109871	tristanlyna,0.7801425457	chefdavela,0.774561166763	joshuaweinberg,0.770783662796	tijewelri,0.767762482166	lmblackjack,0.766661763191	choicesir,0.763194680214	quotauntiequot,0.762762486935	kkjt,0.762329816818	thenaj,0.762315511703	
wwwbagladiescomau	rosegalaxi,0.64254295826	tweetlancerscv,0.60681116581	idreamoflaura,0.603846132755	gossip,0.603094339371	ebru,0.585350096226	pagejust,0.577518045902	nummyquot,0.576555967331	ipodnot,0.573659300804	escalaoffici,0.570160031319	forteiland,0.566738843918	
whayhai	ohcot,0.692986488342	ryotheskywalk,0.665780305862	danalaneherrera,0.626549601555	lollos,0.626270532608	ulmagazin,0.626196682453	jppzee,0.620671093464	laylool,0.612892568111	micahela,0.611324071884	jaylalov,0.609576582909	drewberman,0.601377248764	
bertinelli	hazelbel,0.813595116138	tudnm,0.811622679234	awphi,0.805990338326	deadeyelan,0.805646181107	neitheri,0.804592609406	tvwe,0.800938010216	sweetchhavi,0.79578846693	marlenestring,0.795039057732	wingnut,0.794761359692	clbeaumont,0.794142007828	
thinhim	michiraw,0.69699716568	winb,0.649886250496	colliseum,0.600411772728	carolbank,0.598333477974	stfn,0.565138578415	whitegummi,0.564029216766	ruffiangam,0.563996195793	neoroosta,0.545691490173	smark,0.539765655994	taval,0.535693645477	
hiii	myklestraightup,0.788859665394	chloebuckk,0.761135816574	alisongrac,0.7303840518	deirdrinni,0.704154849052	thisgriffinlgtorg,0.700593292713	youknowcam,0.699639201164	whatwouldyoudoif,0.696235954762	lolsun,0.690461993217	heren,0.684037089348	dayyyyyyyyyyyyi,0.682021856308	
hiin	twittnerd,0.661451339722	saigegivven,0.652797698975	chirpinlucki,0.636890649796	himomg,0.616291880608	mattyipa,0.615934252739	marissaloren,0.615293323994	ambercartriana,0.607269287109	sunleo,0.604028582573	irishbubbl,0.60349714756	seasidesoul,0.602952241898	
ccccccrrrrrrapppp	ffffffffffffffffffudddddddddddggggggg,0.876776874065	peternapoli,0.848110020161	charactersquot,0.845866084099	heathervesc,0.843819379807	derekduh,0.842419862747	bubbletweety,0.84063822031	dudeyour,0.837484717369	discoverit,0.836772382259	renaynai,0.83385682106	thomaslyl,0.832799315453	
emilywilkin	bangaloreinterestin,0.901432156563	consultantrc,0.899512410164	cilvkam,0.898819208145	khoba,0.898693799973	artistikem,0.898102164268	thala,0.897685527802	youngh,0.897015094757	vbec,0.896899342537	lifeireland,0.896883904934	barleela,0.896433711052	
quotfearquotgreat	awwwthos,0.738843917847	shivshankar,0.687893390656	alyssamilano,0.647184371948	saylol,0.613068819046	swoonerif,0.612942695618	globemazz,0.611341238022	overhyp,0.609214007854	isupportthepeopleofiran,0.608913183212	septemberthei,0.606350183487	quotdynastyquot,0.605481564999	
goodnightttt	szaslow,0.880541026592	idkkkkkkk,0.876464605331	okfals,0.871375203133	sonofdisast,0.8713337183	msdivamom,0.870898008347	candychao,0.869851648808	playingo,0.86828994751	dayhoho,0.867759227753	sweetdreamz,0.867737531662	salist,0.867211341858	
goaskalicia	urlydai,0.568813085556	msdispos,0.565609276295	melissabob,0.557322263718	touchgot,0.546699166298	crunci,0.544365942478	zlet,0.53744494915	accod,0.537070274353	carnuaba,0.523214101791	asdfghjkatrina,0.522387504578	balm,0.521275281906	
bibojim	porkpi,0.669741749763	scrobz,0.634559929371	newssss,0.633976876736	justinlacomb,0.619819760323	ebarreracaro,0.618644535542	barulli,0.612478375435	sleepttyl,0.608565092087	umbracho,0.608246564865	managerboo,0.603500962257	weekendiamjonathancook,0.600760340691	
teresademelo	scorpioeyesclearli,0.813181519508	hairstyp,0.796120166779	pamperingalwai,0.770983934402	johnrauchman,0.748886585236	fiancesonjob,0.743965506554	lunchtreatin,0.741360783577	orderbbq,0.738658666611	systemoutofmemoryexcept,0.735166549683	strwcrew,0.734767913818	boos,0.727352261543	
pontypark	julianjackson,0.75359249115	sundaynewspap,0.745374321938	computersso,0.717486083508	thefatgeek,0.715324699879	anea,0.714863777161	stinkytweetin,0.710138559341	desfou,0.706252634525	rachelwlyon,0.705638885498	lagerlf,0.703161895275	iamcron,0.70170712471	
streetglid	goldw,0.904707193375	podfish,0.853845536709	chairrr,0.728186011314	bedomg,0.686314940453	faceblast,0.680369615555	agspik,0.64685177803	toosleep,0.639642715454	cushioni,0.635682821274	pantsnot,0.625268161297	chankla,0.622388362885	
brisbanebronco	melbournestorm,0.937994003296	alsum,0.857567608356	weekyess,0.810932040215	methinx,0.796547949314	bberryspiffi,0.792114853859	chrisremo,0.77701830864	lecombat,0.775933980942	workcuz,0.775259256363	geraldcci,0.773343443871	mgss,0.765054643154	
dealwa	dieti,0.811927080154	dal,0.792213261127	sate,0.779005289078	chikun,0.77664899826	plfd,0.773861885071	guac,0.772745251656	smoothiesetc,0.769804537296	gouda,0.766834616661	hungrybut,0.766403436661	tictac,0.765986442566	
whatatinyhoss	llkirstiebean,0.623428702354	takecarr,0.567796289921	lucysp,0.562517464161	kiteretsu,0.540930509567	scorpienna,0.536032438278	smilingmaya,0.523797869682	silverdragon,0.522119224072	dumbfriendthatzm,0.521067023277	tasoul,0.519721925259	jfkfani,0.517330765724	
mmmmmmmmmand	yasmineharema,0.716786146164	mengwith,0.681554377079	asswhop,0.657815933228	stylsbycharlesm,0.652493655682	karivm,0.649963736534	permiss,0.647558689117	kaibatsu,0.646394729614	missemilyha,0.645670890808	astropix,0.643921256065	gratefulli,0.643850803375	
behtarin	suy,0.970608592033	dars,0.936591207981	radhia,0.924597084522	krochetnkat,0.92145049572	istiyorum,0.918165564537	katlagunda,0.915828227997	visu,0.914784491062	daprinc,0.914347290993	shelbycobra,0.913592815399	thelastskeptik,0.913502156734	
twrme	htwasher,0.678082227707	mianeverphail,0.662276744843	mycleenrcom,0.659063458443	tweetgridwhi,0.62897592783	johnkolbert,0.619707226753	friendfeedwher,0.618486881256	caitlinwasher,0.616405010223	cogdog,0.613370418549	retrohousewif,0.608689069748	eventsbrit,0.608269572258	
shpigford	pnegoro,0.88192909956	mrdarci,0.878636717796	heehehehe,0.870315849781	jamesamichaela,0.870309054852	voigtland,0.868046522141	yummit,0.867661356926	commentsquot,0.867521107197	streetpolitik,0.866957962513	mysteryi,0.864901483059	merickl,0.861681818962	
sarcasticleav	seniorelk,0.873079538345	marthina,0.852729558945	yoitsholli,0.850399494171	djclassick,0.850192844868	ducatti,0.846193492413	envytheliv,0.845829606056	barson,0.841144323349	prianka,0.840288341045	nglanci,0.838930726051	keykeepaero,0.837767362595	
brandywin	moonstar,0.880742311478	sudduth,0.879277229309	garrrr,0.851341605186	turbomix,0.844374060631	arugula,0.837844014168	bakar,0.836747646332	seltzer,0.834259867668	medvdki,0.830142378807	escarol,0.828284978867	chlormint,0.824234843254	
mistymaitimo	stubid,0.745054960251	seriado,0.724423110485	pantesan,0.719348967075	fff,0.714223206043	iwantahippoforchristma,0.709120750427	joye,0.708939433098	neitherblackberri,0.708503365517	selffail,0.708093047142	remyaditya,0.706802904606	kainin,0.705762505531	
headquotmoth	quoteviequot,0.616677880287	songonna,0.584148526192	fitfulli,0.575300514698	paralysi,0.57347625494	tiredmust,0.573330044746	mmmuahhh,0.56618720293	guysbf,0.564799904823	stormski,0.564630925655	headth,0.551395893097	ahmazingi,0.551249027252	
okneil	uclan,0.808122992516	oakleyoc,0.797738075256	sitethi,0.788279652596	istatistik,0.781285643578	yatim,0.77854424715	allowancequot,0.778509378433	imagni,0.776840090752	officeand,0.774874925613	piatu,0.773538470268	ryantaylor,0.772286295891	
burialmoth	emujica,0.704592525959	freedomstman,0.683107256889	gerihirsch,0.67178684473	giddiup,0.665168046951	daveascott,0.664453566074	cisia,0.662250518799	catsquot,0.657415747643	velvetgaragequot,0.656315326691	funnyironicinspiringrealitylif,0.652678966522	sistersquot,0.651673614979	
doinitthefam	hanseldobb,0.562003612518	amandamosh,0.549888849258	bbqparent,0.548436999321	stefanystreet,0.540497779846	worktop,0.536274731159	mechachrom,0.533979594707	anneihil,0.515988707542	rubbsh,0.512346863747	starvingamphav,0.509879469872	pigparakeetkitti,0.507983803749	
faveand	jakegarton,0.768181085587	indiyaquot,0.764960408211	ervynj,0.760701835155	jordo,0.757333815098	starcar,0.754958212376	actinqq,0.752772271633	lyingstop,0.750544905663	youronlyfan,0.749715209007	ummyeah,0.748576164246	projectinnov,0.745374381542	
oblivi	electricfield,0.845707714558	rockstarlov,0.838867664337	halestormrock,0.835839748383	wellum,0.833658516407	itup,0.833247721195	mariment,0.832446813583	scrapplesandw,0.83195233345	mefu,0.83175432682	emilycam,0.830329239368	todaydo,0.830309152603	
quotact	quotblack,0.775158345699	quotr,0.769830226898	manquot,0.764179050922	rockquot,0.760932981968	quotdead,0.756796836853	namequot,0.756100475788	quotrock,0.75509417057	quotlif,0.753207802773	lightquot,0.752278447151	quotthat,0.746477246284	
kelleypolit	dreamsthi,0.767796874046	supergen,0.712982416153	yeahitsanna,0.667130827904	supermanz,0.665869295597	hauntedtravel,0.659141898155	cstogdil,0.655747890472	pepsiknow,0.645739972591	shadowdxdragon,0.645445108414	calcarcovercom,0.644492983818	missyen,0.641476511955	
dependenciesquot	julsei,0.749776005745	oponoo,0.731766223907	jaysfnb,0.731658637524	tcing,0.731191754341	mgraceherself,0.730110943317	sewwhatstudio,0.719740271568	naphaha,0.719615519047	deancoulson,0.717487514019	nightowl,0.71692019701	nonsleepi,0.715608119965	
bernsdeleon	thincaboutit,0.639873027802	cmaikai,0.633185505867	flamehair,0.627840638161	oohhhthat,0.620321333408	perdia,0.608471691608	jessient,0.599571466446	cgerdetu,0.597999930382	turbow,0.596775829792	darthmal,0.596628785133	squarespaceodd,0.590022861958	
ftskbrittanyi	poppytreffri,0.713368535042	terrylott,0.7117857337	nashauna,0.708255827427	omgitsdatdud,0.700064539909	criscarvalho,0.698162436485	innersanctumeu,0.697925448418	chinkygirlmel,0.696774184704	lillymelodi,0.694251775742	adadesch,0.692477822304	babd,0.690969467163	
slimjimmyjerki	krispojuni,0.615993738174	brwneyedbab,0.547949671745	rokmi,0.546978831291	drosmok,0.544731378555	littlelightn,0.538428068161	jeffiemod,0.53188431263	awesim,0.528708577156	marcusmorgan,0.526674509048	colorthatdani,0.521487653255	leirbriseadh,0.520447969437	
swirlygirl	rollernew,0.67127519846	aprilpfab,0.629979074001	ctanker,0.61141204834	nineyearold,0.609302997589	jofi,0.607257843018	sharonmontros,0.606735229492	hobbster,0.605552792549	wordlov,0.605543971062	seshybear,0.600506663322	ailinmcc,0.597137868404	
heyawat	landrsn,0.864023804665	gorshhh,0.862525761127	mohalfar,0.85927605629	thikitarpar,0.858984649181	nrstylertexa,0.858645319939	flicit,0.857503592968	monthsomg,0.857100605965	fraterredd,0.856666326523	gtgtteamwinnipeg,0.85629427433	lookfor,0.856012284756	
writeedit	fussbal,0.830480933189	bobberz,0.761148333549	vissitt,0.750862658024	jessicatsuji,0.740306258202	kert,0.724564552307	reidbtravi,0.715551495552	newriverump,0.711053073406	lcbodrunk,0.704093813896	confusingstil,0.703603386879	funnnnai,0.702876210213	
pocketwatch	churchhhhhhh,0.59336745739	travelcard,0.573733210564	quotdrummerquot,0.560337126255	photojewelri,0.559941112995	johnstc,0.55634021759	chubbrz,0.550314068794	ilackcontrol,0.54767870903	physiotherapymassag,0.543307542801	obizuth,0.538876354694	trampalin,0.53804063797	
pooshi	gdanko,0.776153922081	cflo,0.609910368919	lalamelodi,0.57562983036	binthat,0.573735117912	madcoop,0.568540811539	chordsi,0.563223004341	duvel,0.56031024456	bandaidbut,0.55991590023	tylermount,0.554287672043	breeder,0.554123044014	
coreyhain	swalkingtre,0.852479815483	gspartridg,0.841099023819	dgshor,0.833570599556	edwardsmil,0.831578612328	goodobsess,0.831136703491	thatlov,0.830821931362	meanyfac,0.829540610313	yodasoda,0.828718066216	allturdr,0.827438116074	langitanghel,0.827243089676	
morinin	jmcestev,0.654983699322	manchlibrari,0.614970207214	gavindunc,0.606853485107	babysnak,0.599524378777	tweengoctran,0.56863951683	rlfarri,0.559982836246	tinderbox,0.554768919945	hairalmost,0.548377811909	patryklarnei,0.538050889969	plansonli,0.535598099232	
decjan	breakidk,0.868953824043	tedador,0.653885960579	paponda,0.644950985909	joedet,0.634468317032	bounceback,0.63036108017	itsal,0.625295460224	semestr,0.623546242714	nottil,0.623482823372	orld,0.620395302773	spilira,0.619379937649	
amazx	jordanwillfli,0.791401267052	aptlast,0.783520400524	shielasassi,0.780689358711	babyal,0.777251005173	tankbowl,0.76016420126	philsfault,0.758620381355	uppah,0.756116986275	lastlif,0.749085903168	neamicaela,0.748488903046	vbplyr,0.746976196766	
blockedbut	barduk,0.892545938492	cocont,0.842234134674	tiskah,0.840793371201	elpadra,0.839824140072	juhib,0.83684939146	chitu,0.836297750473	roxanabanana,0.834942936897	mmaruchi,0.833656668663	iandirect,0.830408573151	roxannemehalick,0.823596537113	
deepfelt	xtentthnkz,0.896722376347	gyanit,0.826012253761	sweetchina,0.781356573105	menv,0.768821239471	nikkithebrat,0.76581120491	joeyykidd,0.76321208477	intir,0.760976195335	workstori,0.75860106945	bodyz,0.757379889488	blackshot,0.754393219948	
ddose	republish,0.822384178638	quotwerequot,0.814303636551	dvaht,0.814077973366	beprogress,0.812289834023	lonex,0.810064911842	stezo,0.809420585632	gearhost,0.808256626129	modequotappendquotgtltregion,0.807346343994	bravehost,0.804532051086	iweb,0.804190099239	
toxicdeath	scan,0.664359271526	timothyanthoni,0.639924168587	wormscript,0.62030684948	anniesland,0.587207436562	canner,0.586770415306	rhyss,0.585539102554	virus,0.581862568855	expidit,0.577077031136	jwilker,0.576255321503	apertur,0.572652101517	
boredomhahail	julmi,0.950858354568	rytit,0.894904434681	workhaha,0.835565328598	amandawaldhelm,0.818139255047	ohmygoshemili,0.816677212715	brucele,0.802611589432	followfridayi,0.798453271389	katlovesboho,0.795555591583	sehranicol,0.794967532158	mackstar,0.791368842125	
quilti	therealenni,0.782284379005	mundochi,0.773774266243	sparkplug,0.766110301018	dandevec,0.764784216881	amyjohnson,0.763430476189	readyup,0.763369739056	gimpyon,0.758933663368	twitterconfetti,0.75583845377	nickvelo,0.75557243824	unclehood,0.75522351265	
shrit	klewellyn,0.905997633934	oneclubgolf,0.905407547951	clobrien,0.904286205769	teresmerica,0.90313076973	hassin,0.90103495121	wolfd,0.900892615318	bbconnectbest,0.899966239929	tigerboi,0.899762928486	khob,0.899756133556	bwusi,0.89937376976	
premierepreviewlov	fallit,0.936743557453	gayernasti,0.926973700523	htmlrlz,0.889457583427	shans,0.884356796741	escapeparadis,0.8839199543	worrieddd,0.873426258564	princesshatti,0.866378545761	daysofsumm,0.86068880558	mworn,0.859897077084	hangovercaint,0.859215974808	
primdolli	anaheimor,0.762214124203	jenend,0.758884012699	malinandrea,0.753219246864	rossbreadmor,0.751777410507	trixiecteco,0.750592947006	diecastdud,0.748892486095	sarp,0.747425377369	keni,0.746621966362	zdravei,0.745990693569	herone,0.739806234837	
playdrum	pud,0.684767365456	almond,0.679901063442	munch,0.676598310471	garlic,0.672615885735	carrot,0.664279103279	spaghetti,0.662903666496	rice,0.657957553864	packet,0.649200379848	bread,0.649031639099	choc,0.648545145988	
kailaravanzo	robinta,0.629449367523	felicianavidad,0.616024255753	cassferatu,0.600791573524	brynneann,0.584253191948	citychickade,0.580660223961	denverlet,0.576523900032	criticread,0.567901313305	ttrue,0.566338300705	lvnjona,0.566116929054	jasperct,0.552513122559	
gtgtgtgtgtgtgtgtgtgt	pfchangsrva,0.893183588982	brideswedsbiz,0.629346311092	namegood,0.611505150795	hypenoticbam,0.607312917709	edvic,0.603059887886	aisyairena,0.599381148815	myvegasscen,0.598736405373	picwhi,0.585696220398	barryboi,0.584880590439	ladyfro,0.582605957985	
naukhel	chantalmtl,0.823239207268	albai,0.802989125252	lassemariu,0.801905572414	tiffakne,0.799230277538	jofstar,0.798788011074	deanchristesen,0.798542976379	gianti,0.797026753426	allenbluelight,0.795292794704	ehhit,0.794390201569	roadd,0.793658494949	
pandandasheriff	arwalk,0.851148486137	daybdaypolaroid,0.84653455019	kuyukli,0.840396165848	jeffcrabtre,0.838826537132	herey,0.837640583515	ironikfan,0.836721837521	jernej,0.836556553841	powerwomenmag,0.834015727043	oshir,0.83397257328	calverta,0.833065629005	
sedser	senir,0.82794958353	faketragedycom,0.814903616905	imnd,0.814226508141	dorca,0.810819387436	hollywoodglam,0.810156166553	motttha,0.808651387691	trickk,0.808574438095	readyt,0.808445453644	kristindetamor,0.805465102196	bebt,0.805449128151	
picno	minelol,0.668126225471	darceratop,0.628317594528	hurtssi,0.619264185429	discotetri,0.604316353798	gtgmy,0.603250920773	bubbilinggg,0.597483158112	rendykstan,0.594426751137	acheugh,0.593842625618	upsetti,0.593723297119	xxbsx,0.588474035263	
italyim	herelat,0.907284975052	rulhi,0.894769251347	wordsmithmusicltff,0.880895972252	cocojeezi,0.880640625954	uwaeatin,0.879952311516	prueba,0.8794683218	excitednot,0.87892127037	mdpoppi,0.878558278084	subphyla,0.877641022205	wildkafka,0.877631425858	
soother	hormoneswel,0.714291214943	theraflu,0.711029946804	stomat,0.701565980911	midol,0.700794219971	robitussingerman,0.691356301308	thingyl,0.690206408501	troathdont,0.689970135689	hornsquotamp,0.685745477676	deadass,0.683495640755	tablespoon,0.683466672897	
thirdhotel	secondtast,0.831976830959	huila,0.741428434849	plano,0.727930426598	hehneveril,0.710186719894	tavern,0.708310782909	firstbeat,0.707086443901	scoobeesnac,0.703093647957	mccown,0.701557815075	agencyi,0.698016345501	pillo,0.695989489555	
todaygrrrjust	timpickl,0.706648826599	llegan,0.705452144146	curlywallst,0.693729639053	johnhotmailcom,0.685353159904	xuoan,0.680007100105	kavelin,0.679554224014	alwaro,0.675406336784	iblamb,0.669769346714	mailno,0.668721437454	canarywharf,0.66373705864	
gedward	marielhemingwaysweet,0.651858568192	dontewhitn,0.621118605137	lauratans,0.619180202484	mushaboomquot,0.611621856689	vrguru,0.608040809631	ctothejv,0.59924030304	reaccur,0.598967194557	sklanski,0.598501086235	emilyayu,0.591901302338	beadinglol,0.591497242451	
notdid	leterriblenf,0.805111527443	closedcapt,0.765425682068	yaseem,0.740189552307	natalietraci,0.728212296963	quotoliverquot,0.717069983482	stellarmeredith,0.713276088238	pitchmen,0.710502922535	timerssss,0.707166552544	rmbmynam,0.706208586693	mduchess,0.705409705639	
suecharlton	whilestupid,0.570377588272	jadusyo,0.545278668404	dollymix,0.539053976536	krazkustom,0.533128142357	jahvon,0.525092661381	worldti,0.514412581921	porturtl,0.51210463047	bratioli,0.507659852505	homemademoth,0.507480859756	jrad,0.504195928574	
seopqr	superzu,0.91814994812	lolidki,0.890466034412	alanandjaksmom,0.882596254349	tabithakillz,0.87960678339	ireni,0.878151893616	marier,0.872547090054	gypsiefre,0.872022271156	yousuckatthi,0.868452548981	ehsista,0.867482304573	slipperyermh,0.867466449738	
spideroak	pottum,0.736107826233	nonfw,0.730843305588	wmv,0.728951454163	lizziewizzi,0.723704457283	briberi,0.721961021423	svn,0.7202064991	mgorbach,0.716243386269	iduga,0.713942825794	wubi,0.713400125504	ninapa,0.713356971741	
twimtwussel	watcha,0.872730374336	godil,0.870419561863	propswah,0.868847429752	kjvineyard,0.868422746658	bslynn,0.868210494518	lisswin,0.867122113705	andykarela,0.865467071533	apreciat,0.864275217056	haikitni,0.864131689072	jmchauv,0.864114403725	
willygirl	semken,0.910160183907	brandonbkd,0.905302047729	cottoneas,0.903969466686	csholm,0.898313164711	annade,0.897370576859	kellydeathless,0.89491122961	nitter,0.89349347353	linalovesjb,0.893087685108	andrewanarchi,0.892121851444	heflat,0.891956627369	
quotcopi	cropquot,0.740133523941	gilfriend,0.73513263464	veysomebodi,0.7212048769	cacktt,0.698216736317	stormmm,0.691370725632	dreamyyyyyi,0.688323020935	chapterso,0.685519099236	hanslop,0.685053646564	xscl,0.680632591248	fericit,0.679850935936	
againcaus	twosixoneon,0.723559498787	stanmorerob,0.714170098305	prettycity,0.702348947525	arvindnatarajan,0.701472401619	quotactionquot,0.696736574173	hgrover,0.695794939995	errricuh,0.695062100887	cantrol,0.693855881691	yeppppp,0.692932546139	megamiss,0.688816428185	
malikei	rockthevot,0.749562740326	tjhayabusa,0.745760798454	kellycdb,0.739515841007	rosedal,0.738681197166	arkdi,0.738175988197	iammrzdrewai,0.736752390862	mihappenc,0.736489772797	bahahagood,0.729649484158	clvrmnky,0.724198460579	vienkrk,0.723609685898	
funtrap	josefamanriquez,0.720951378345	mallsadli,0.675840497017	daedg,0.658960819244	merlebullock,0.65602350235	juliezimmerman,0.633504271507	mhausenbla,0.629982590675	kidcranberri,0.627407193184	sholama,0.625189781189	iwillk,0.622700989246	nynni,0.622109293938	
delightfulnot	tuchtuch,0.685281276703	sweetcherripi,0.678185045719	illvot,0.668418705463	allioutlaw,0.655462086201	sho,0.653056502342	ajperdomo,0.65277671814	makeupjunki,0.648634433746	headacheughhh,0.648358404636	ideot,0.648083209991	dollaramak,0.634206056595	
hoursfelt	stiffgot,0.91916590929	professorsbit,0.85183185339	universitywith,0.830465435982	feekom,0.830066204071	christianand,0.82952684164	seriusli,0.829524278641	upstart,0.822129070759	stinkt,0.821161687374	killem,0.821005582809	jayerichard,0.820951879025	
sidxx	dariasteigman,0.407639980316	guyndfan,0.406941533089	emmajel,0.386704593897	matrixquot,0.382649064064	nuww,0.37150105834	wilcollei,0.366271018982	cmpla,0.364257127047	twttrpc,0.359786003828	beerhusband,0.356274604797	jambritmerican,0.355919420719	
milesbetweenu	tokra,0.627377688885	wwwmyspacecombattlefieldva,0.602801561356	lshoecraft,0.60092151165	cjlovesjd,0.600578069687	activitii,0.594747066498	doneu,0.587351918221	myspacecomshelbito,0.577790737152	mnie,0.573309540749	zombra,0.571278333664	yashgupta,0.565693259239	
twitsper	timegrrr,0.762772023678	stuffaft,0.723141670227	yiduiqi,0.716063082218	michellekenobi,0.693170785904	sexjuss,0.69296091795	quotfootloos,0.684105873108	uwatch,0.682383954525	vlunteer,0.68027061224	georgeb,0.67943161726	playerserv,0.677815198898	
caseymccannel	dreamlovek,0.875518321991	couchmusiccoffe,0.870918393135	fireal,0.869286179543	minsto,0.866985797882	natesnoth,0.865490496159	nvd,0.862828314304	chibuzo,0.860576093197	makeuptir,0.857855558395	darkeat,0.856068372726	dentisi,0.853801012039	
olsentropi	ashleelyman,0.78609585762	lanceseabourn,0.785700082779	elissahowerton,0.771916985512	jerrynovak,0.765676856041	drumbum,0.765095174313	mornig,0.764141201973	jangki,0.763099431992	walkingwalk,0.762094736099	mandirudg,0.761222481728	ummmlook,0.760341048241	
homefrom	wolfei,0.748179674149	kciao,0.746784806252	fagma,0.729428768158	randomr,0.722954154015	obamnivorequot,0.721235692501	sleepynoth,0.71456682682	webmarketingcom,0.710519194603	landan,0.709412634373	teran,0.709115505219	segarrrrra,0.707728862762	
sashacagen	austinhkeenan,0.566102325916	tiniolsen,0.537201523781	weekendsham,0.516144275665	mikethomson,0.509210586548	donjuanwhat,0.509041488171	trixiesnova,0.508848905563	myonlysanct,0.505303144455	ponzio,0.50227367878	brazilso,0.499941706657	lightlol,0.498999536037	
mtsquirrel	sinixmus,0.813286781311	mrkrishna,0.810596704483	audira,0.810361564159	mornnnnnnib,0.806584596634	jennish,0.804957151413	unskipp,0.804211080074	daisycrazyjess,0.803079366684	mannifest,0.801747560501	rellllaxxxx,0.801665902138	effhin,0.800679445267	
uptwin	bougeouis,0.948016047478	ideahad,0.790420770645	homem,0.786944270134	twitterpeep,0.785987913609	ripptyd,0.785656452179	folllowerssssss,0.78389030695	katiecumsxxx,0.778723180294	blakelytuten,0.778457522392	jaefoo,0.77841770649	wineoclock,0.776485025883	
grfestiv	ownedd,0.740816771984	yourboyalexplu,0.713983058929	tsubaru,0.713739156723	spalencia,0.709865689278	jemacourtnei,0.706691145897	sdugh,0.700922787189	frustrait,0.700516760349	isermmuniqu,0.699270546436	jillallyn,0.690535485744	vigar,0.690032839775	
jwny	rboutiqu,0.82511472702	nefaina,0.824897170067	stejul,0.823923051357	bangedd,0.819025754929	ewew,0.817081868649	thwitter,0.816674411297	lrb,0.815001726151	cultlab,0.81475007534	chantizzlebitch,0.814639568329	niteskolar,0.812189757824	
