stock	equity,0.525099
sprung	sprang,0.777157
save	conserve,0.470391
afternoon	morning,0.884962
bachelor	graduate,0.531241
busy	hectic,0.673526
let	do,0.600523
sink	sunk,0.646083
gloat	exult,0.567021
sing	sang,0.775152
himself	herself,0.678252
fifteen	thirty,0.891036
miser	frugal,0.449779
stereo	sound,0.478761
great	terrific,0.798933
talent	talented,0.667794
northern	southern,0.933284
survivor	victim,0.499207
conceit	premise,0.617658
screech	shriek,0.688061
Back	out,0.5956
scatter	disperse,0.467814
resurrect	revive,0.793408
merger	acquisition,0.658105
repel	repulse,0.680237
grandchild	grandchildren,0.716149
defeat	victory,0.691086
opinion	viewpoint,0.524092
implement	implementation,0.665022
behead	kill,0.532557
honor	salute,0.556162
grower	farmer,0.728464
writer	journalist,0.653551
blizzard	snow,0.67026
danger	threat,0.70389
forbid	prohibit,0.874019
win	victory,0.802105
limp	lifeless,0.536175
confession	confess,0.533983
clout	influence,0.573628
minnesota	oklahoma,0.697356
austria	germany,0.632551
wit	humor,0.718681
Free	unlimited,0.406829
motor	automobile,0.537497
limb	bone,0.465732
scandal	fiasco,0.602122
causal	empirical,0.473374
cloud	mist,0.425003
Nice	good,0.683609
roar	growl,0.593723
use	utilize,0.651374
fee	cost,0.503868
from	in,0.482684
harass	intimidate,0.701284
usa	canada,0.713616
theme	phrase,0.432513
frog	turtle,0.615667
next	last,0.547811
few	couple,0.768045
camera	photographic,0.493448
refuge	shelter,0.639427
pelvic	pelvis,0.638566
cram	condense,0.498489
stage	climax,0.374725
belgian	belgium,0.619119
sort	kind,0.816599
pencil	pen,0.5768
compatriot	mate,0.496903
clever	ingenious,0.696786
shipwreck	vessel,0.49303
on	upon,0.506108
trait	characteristic,0.657699
patrol	police,0.57473
musician	singer,0.735008
heir	successor,0.502193
sister	daughter,0.781477
meant	could,0.511908
heartily	fervently,0.416557
train	railway,0.607182
rubbish	litter,0.569722
baby	newborn,0.8207
rare	unusual,0.569968
harvest	crop,0.598849
starter	catcher,0.522699
women	men,0.767494
annoy	harass,0.574622
account	consideration,0.424922
hoard	stockpile,0.510324
meek	timid,0.63667
tunnel	bridge,0.453917
ride	rode,0.653848
critic	proponent,0.513018
pour	tap,0.469997
recession	economy,0.633598
gruff	genial,0.63518
unreal	unbelievable,0.754469
obvious	apparent,0.707203
thin	thick,0.578423
drill	exploration,0.524941
freedom	liberty,0.753535
jordan	usa,0.551857
meet	met,0.655016
grin	smile,0.860401
fetch	sell,0.447258
proof	evidence,0.603473
control	grip,0.4886
hip	knee,0.7167
slid	fell,0.764695
distract	distracting,0.694902
tap	pour,0.469997
council	commission,0.606432
patron	benefactor,0.570505
plate	mound,0.501822
process	procedure,0.516926
lock	pry,0.444769
admirer	supporter,0.587358
tax	taxation,0.678897
dogma	ideology,0.676997
rapt	ecstatic,0.516316
high	low,0.742189
villain	character,0.59703
streamer	rod,0.365617
slip	stumble,0.557322
sought	seek,0.631443
hit	struck,0.578173
skirt	dress,0.628151
contempt	disdain,0.588644
counterfeit	fake,0.613547
lamb	sheep,0.653929
sir	mister,0.580093
grape	wine,0.678394
lame	silly,0.612907
stole	steal,0.738244
six	seven,0.952351
serum	hemoglobin,0.592599
thrive	prosper,0.747607
carrier	freight,0.406461
forest	forestry,0.676039
animal	dog,0.643801
weaken	erode,0.725598
panic	pandemonium,0.586113
sin	sinful,0.663002
sweat	toil,0.451886
fare	ticket,0.436895
tension	friction,0.719781
attend	participate,0.67515
farm	farmer,0.710919
watch	see,0.532685
await	wait,0.500961
tact	intact,0.556316
hazard	danger,0.628416
discomfort	pain,0.708605
wrist	ankle,0.708751
ethnic	racial,0.592842
marrow	kidney,0.556502
strut	prance,0.501905
bankrupt	bankruptcy,0.69657
rental	rent,0.704767
crossroad	juncture,0.515033
assassin	assassination,0.568599
light	illumination,0.534271
sit	sat,0.705906
arduous	tedious,0.652022
correspond	correlate,0.609931
element	component,0.721955
chief	officer,0.622512
spain	portugal,0.694069
allot	allotment,0.602789
allow	enable,0.749003
buoyant	upbeat,0.62772
furious	angry,0.670226
straw	bale,0.443682
breast	pelvic,0.441104
neglect	cruelty,0.56697
heater	stove,0.698935
move	push,0.573285
disarm	disarmament,0.666308
meter	kilometer,0.566422
doubtful	questionable,0.620531
covet	crave,0.573906
spank	misbehave,0.501322
austrian	german,0.519093
Final	second,0.565432
bunch	lot,0.54642
glen	valley,0.45388
superior	inferior,0.606893
brood	offspring,0.559607
outer	inner,0.564391
chosen	chose,0.74095
dr	i,0.526306
guerrilla	rebel,0.655922
glee	delight,0.591811
him	me,0.709988
shudder	shiver,0.678768
heroism	bravery,0.799742
blatant	shameless,0.689557
restrain	subdue,0.604812
youngster	teenager,0.736455
orange	purple,0.687781
criterion	criteria,0.790033
spot	place,0.522356
fourth	third,0.900242
dad	father,0.804066
prosper	thrive,0.747607
crash	accident,0.803911
haven	oasis,0.601832
orthodox	traditionalist,0.576489
auto	automobile,0.785605
elephant	tiger,0.668144
earn	receive,0.544784
ship	vessel,0.751989
drip	bleed,0.453781
placid	tranquil,0.670265
kiss	hug,0.602507
front	beside,0.526951
republican	democrat,0.631585
cage	mat,0.514116
fled	flee,0.757307
successor	replacement,0.591808
assess	evaluate,0.837673
reestablish	establish,0.728678
thrill	exhilaration,0.638795
profound	salutary,0.512154
radiant	luminous,0.702291
feast	meal,0.558482
delightful	lovely,0.758683
perfectionist	perfectionism,0.667296
mode	passive,0.358509
truth	falsehood,0.578749
persia	prince,0.493287
promise	pledge,0.672422
beneath	beside,0.527861
luster	sparkle,0.62402
scorch	burn,0.5013
flair	style,0.610406
commonwealth	state,0.50227
thwart	frustrate,0.64012
Network	channel,0.456011
edinburgh	london,0.532081
unshaken	undaunted,0.547962
globe	world,0.6946
related	relate,0.47465
scamper	sneak,0.480589
mar	spoil,0.608272
static	stationary,0.459708
thirteen	fourteen,0.880094
banal	mundane,0.728419
bay	harbor,0.485984
tenth	twentieth,0.765223
wander	skulk,0.615909
special	extraordinary,0.418771
out	down,0.624328
sentiment	pessimism,0.614418
frontier	border,0.576628
rep	representative,0.558628
fathom	comprehend,0.770824
repress	suppress,0.67803
may	might,0.829957
venom	venomous,0.647168
mate	compatriot,0.496903
freshman	freshmen,0.79249
wondrous	magical,0.703817
stud	horse,0.465545
hilarious	funny,0.795387
stun	subdue,0.562642
red	yellow,0.751919
troop	military,0.489653
shut	suspend,0.485496
perish	die,0.645585
southern	northern,0.933284
undo	undone,0.545036
hanker	yearn,0.652171
fourteen	thirteen,0.880094
ban	prohibition,0.731501
york	london,0.574183
tempt	lure,0.691317
shun	forsake,0.568822
Meet	met,0.655016
anyhow	anyway,0.785214
likelihood	probability,0.818094
afterward	he,0.481387
tenant	landlord,0.74414
dominican	ethiopia,0.599318
shrew	hag,0.491762
scary	weird,0.679113
linguist	scholar,0.565552
yard	fumble,0.544536
spill	leak,0.625107
mortar	bombardment,0.365446
could	would,0.83232
area	region,0.568542
florida	alabama,0.709528
timer	circle,0.411313
relentless	ceaseless,0.668338
counterpart	predecessor,0.506887
elector	voter,0.577296
chicken	meat,0.679913
shred	discard,0.431576
felt	feel,0.758299
uproot	eradicate,0.515641
retail	wholesale,0.554199
scare	frighten,0.588462
south	north,0.967453
mad	crazy,0.738584
sew	knit,0.622976
thicken	harden,0.538556
undid	undone,0.68652
fragrant	flower,0.549513
powerful	potent,0.649556
scene	incident,0.378961
advisor	adviser,0.84989
echo	resound,0.613144
congo	mali,0.526971
submit	publish,0.502274
drastic	dramatic,0.584265
drinker	alcoholic,0.641988
filial	paternal,0.563516
pauper	beggar,0.475075
ancient	medieval,0.667979
glisten	gleam,0.58722
strict	stringent,0.741775
unknown	undetermined,0.659198
vulgar	crass,0.668578
grip	control,0.4886
system	mechanism,0.505881
grow	grown,0.688178
attach	affix,0.636761
attack	assault,0.59701
sergeant	lieutenant,0.713249
ankle	knee,0.896999
final	second,0.565432
boil	stir,0.415269
beard	hair,0.599217
sixteenth	twelfth,0.635186
shell	fork,0.410087
stomach	chest,0.550374
lot	plenty,0.621882
happy	glad,0.740889
shelf	shelves,0.599494
shallow	deep,0.527501
negro	nigger,0.576819
feint	clever,0.396313
grandpa	grandma,0.776337
diminish	erode,0.713031
reaffirm	reiterate,0.72864
Stop	halt,0.608264
herself	her,0.738273
institution	entity,0.478538
remember	forget,0.729627
steel	aluminum,0.724327
loved	love,0.690779
photograph	photo,0.845969
ultimatum	apology,0.407592
holland	portugal,0.644266
counteract	neutralize,0.654244
bother	anymore,0.586311
aggressor	aggression,0.565393
see	look,0.608932
bed	sleep,0.577686
frugal	thrifty,0.815485
sweden	portugal,0.671791
lover	mistress,0.638711
steep	sharp,0.536108
torrent	deluge,0.667766
steer	divert,0.481204
bard	poet,0.647396
exhibit	exhibition,0.708549
rhythmic	melody,0.69795
beggar	drunkard,0.553444
viewer	listener,0.574513
partnership	collaboration,0.688722
tide	wave,0.48392
fail	failure,0.613791
thereto	thereof,0.588052
nourish	nurture,0.611005
torment	agony,0.667821
sundown	dusk,0.684734
uganda	kenya,0.665506
close	open,0.463651
need	want,0.688382
turn	pull,0.511102
border	frontier,0.576628
complete	full,0.499876
screw	fasten,0.446589
bastard	ass,0.584021
afraid	scared,0.794663
inform	educate,0.671124
skillful	skilful,0.764721
able	unable,0.678316
outward	inward,0.643708
adjunct	associate,0.396184
mix	mixture,0.651169
forbidden	forbid,0.663017
tactic	tactics,0.737658
so	too,0.713055
divert	distract,0.540473
soar	rise,0.678497
tonight	tomorrow,0.700188
spinster	aristocrat,0.515082
Laugh	chuckle,0.809171
clash	encounter,0.596449
deploy	implement,0.577072
who	whom,0.741964
clog	overwhelm,0.437492
offend	alienate,0.596627
montana	colorado,0.616528
eight	seven,0.961901
sedan	car,0.63367
awe	amazement,0.628751
segment	category,0.484597
fervent	ardent,0.763362
police	policeman,0.609976
plumber	roofer,0.599771
dreamland	dream,0.482053
placement	installation,0.361911
expert	specialist,0.633879
gather	collect,0.560066
upset	angry,0.581221
face	confront,0.493458
absurd	ludicrous,0.871457
guinea	hen,0.409618
occasion	birthday,0.434319
constrain	curtail,0.605095
fact	actuality,0.587143
drunken	drunk,0.709251
recess	adjournment,0.492426
mistook	mistaken,0.524437
freshmen	freshman,0.79249
stove	heater,0.698935
anyway	anyhow,0.785214
madman	lunatic,0.694541
connect	communicate,0.654636
bring	brought,0.667576
traitor	coward,0.652621
bedroom	apartment,0.704578
passe	obsolete,0.534363
molest	spank,0.500657
economist	analyst,0.643657
Public	private,0.578367
setter	freshman,0.476243
one	only,0.598293
Shut	suspend,0.485496
pause	lull,0.446869
planter	garden,0.529524
tire	brake,0.52556
tantamount	akin,0.622459
jaw	pelvis,0.588736
winner	victor,0.75975
jar	jug,0.661309
rash	string,0.504931
eat	ate,0.701399
prolong	shorten,0.591447
earner	breadwinner,0.432798
score	play,0.522945
York	london,0.574183
indeed	nevertheless,0.579095
fuel	gasoline,0.706608
inhabit	populate,0.639154
local	regional,0.515216
inferior	superior,0.606893
equilibrium	balance,0.523231
vigor	gusto,0.708531
staunch	ardent,0.605066
insight	glimpse,0.647897
cuba	cuban,0.604707
plaintiff	defendant,0.597687
familiar	unfamiliar,0.581371
michigan	ohio,0.746625
rush	hurry,0.515095
bear	grizzly,0.538614
joint	jointly,0.568815
bean	corn,0.586026
darken	dim,0.517063
perfection	flawless,0.581416
fallout	turmoil,0.553361
ranch	rancher,0.643721
spur	stimulate,0.707837
antagonist	villain,0.550654
endless	infinite,0.627184
gray	brown,0.646614
evolution	evolutionary,0.672605
dishearten	demoralize,0.603084
tobacco	cigarette,0.691804
course	path,0.374138
upper	lower,0.494753
denmark	sweden,0.67132
yearn	crave,0.699949
eyebrow	eyelid,0.556258
summon	muster,0.487656
stuff	thing,0.5919
juror	jury,0.656041
ascertain	determine,0.731613
ohio	michigan,0.746625
grab	snatch,0.689381
viet	vietnam,0.555472
sediment	marsh,0.517505
widow	wife,0.670532
unison	huddle,0.422503
conform	adhere,0.625016
expel	expulsion,0.67296
persist	worsen,0.61089
frame	period,0.390089
shake	shook,0.617015
orphan	destitute,0.50899
credo	philosophy,0.682498
Unite	unify,0.750973
computer	electronics,0.446608
powder	substance,0.491701
desperate	desperation,0.598838
greece	portugal,0.654736
cold	chilly,0.687856
dungeon	cellar,0.534637
wire	cord,0.463405
closet	basement,0.571109
reform	overhaul,0.638865
pattern	trend,0.579216
partisan	partisanship,0.6759
monstrous	monster,0.693378
below	above,0.806471
tend	tendency,0.66181
genius	brilliance,0.669367
state	district,0.546347
hammock	bed,0.485284
supernatural	mystical,0.685541
viper	snake,0.551751
horrible	terrible,0.924392
crude	barrel,0.720395
piston	cylinder,0.613925
pistol	rifle,0.841653
rigor	rigorous,0.564557
sold	bought,0.770371
tent	hut,0.483702
Station	radio,0.463444
perfect	ideal,0.697014
exam	examination,0.667237
amen	prayer,0.501804
belie	notwithstanding,0.625139
sorrow	sadness,0.865306
notion	theory,0.672958
deliver	provide,0.614293
physicist	scientist,0.740877
willing	unwilling,0.746778
job	work,0.5103
key	crucial,0.762776
group	organization,0.561952
precious	priceless,0.637004
swift	quick,0.620843
thank	congratulate,0.725022
exclaim	mutter,0.609117
grass	lawn,0.571918
drum	trumpet,0.481729
seventeen	nineteen,0.867035
career	season,0.490984
quitter	coward,0.57941
deer	coyote,0.631324
incident	altercation,0.673263
drug	heroin,0.607613
april	october,0.716438
deter	discourage,0.806804
grain	wheat,0.763942
swim	swam,0.757148
swallow	absorb,0.446813
glorious	splendid,0.707742
devout	pious,0.649928
comment	confirm,0.49931
unclear	unsure,0.703501
railroad	railway,0.694837
censorship	censor,0.730971
gone	went,0.640492
wall	fence,0.621869
walk	wander,0.558598
commend	applaud,0.800952
franchise	league,0.400886
incest	adultery,0.501154
laugh	chuckle,0.809171
respect	regard,0.579931
walnut	mahogany,0.692414
flourish	thrive,0.747265
withdrawn	withdraw,0.745535
unclean	impure,0.56118
blink	stare,0.449913
quit	resign,0.683126
swimmer	diver,0.718856
addition	meantime,0.610573
decent	good,0.683735
muddy	mud,0.63014
cent	penny,0.670983
restless	impatient,0.633199
Phone	mobile,0.559307
gaze	stare,0.690132
treat	treatment,0.511718
certain	these,0.548632
poet	novelist,0.736836
curtain	veil,0.395982
feather	peacock,0.366982
waste	rubbish,0.551716
louisiana	alabama,0.667192
field	pitch,0.442597
nickel	zinc,0.575886
harshest	harsh,0.670055
am	noon,0.570329
goddess	god,0.651874
meaningless	pointless,0.72089
assert	reassert,0.679107
redhead	vivacious,0.514988
planner	consultant,0.578309
lung	liver,0.6386
bull	buffalo,0.451528
general	manager,0.485525
present	presentation,0.434114
banish	erase,0.597536
hypocrite	liar,0.689844
truant	misbehave,0.511076
novel	novelist,0.647903
irregular	abnormal,0.568028
wilt	wither,0.555717
plain	simple,0.487177
align	integrate,0.535919
brat	kid,0.502943
ripen	bloom,0.606092
pandemonium	chaos,0.645057
will	can,0.685005
stalin	ethiopia,0.636901
Year	month,0.765331
wild	crazy,0.471568
ill	sick,0.651342
groin	knee,0.787873
snack	meal,0.585713
layer	surface,0.460978
ail	vex,0.397759
game	play,0.650118
ripe	propitious,0.472039
almost	just,0.467318
dissent	discontent,0.541084
delusion	illusion,0.603652
site	location,0.520586
lust	jealousy,0.612844
dual	twin,0.373585
ax	slash,0.501044
arabia	egypt,0.603193
partner	partnership,0.528118
thud	screech,0.563611
stoicism	humility,0.564493
encompass	include,0.585378
whirl	dizzy,0.404002
denial	rejection,0.514448
Return	leave,0.506864
Sucker	goddamn,0.498395
began	begun,0.693058
headlight	windshield,0.624757
cross	across,0.408243
defiant	defiance,0.590508
campus	university,0.643499
member	chairman,0.538064
hare	rabbit,0.611511
speaker	legislator,0.495723
northwest	southwest,0.908916
replenish	deplete,0.647878
outbreak	epidemic,0.606565
socialist	socialism,0.784905
cream	butter,0.497184
regal	majestic,0.602397
twelfth	thirteenth,0.868027
grandeur	splendor,0.766389
difficult	impossible,0.719516
disc	album,0.534788
incorrect	erroneous,0.757457
killer	murderer,0.66458
slave	slavery,0.726036
cubic	diameter,0.433668
absorb	compensate,0.499388
bale	hay,0.582598
drink	drank,0.666645
upon	on,0.506108
effect	impact,0.65279
outcast	loner,0.548806
Brother	son,0.837953
flew	flown,0.691019
painful	traumatic,0.61204
dust	dirt,0.483481
build	construct,0.73949
sunburn	skin,0.509153
magician	magic,0.542439
judgment	verdict,0.550424
mount	withstand,0.429939
expand	broaden,0.797256
retard	inhibit,0.496452
plural	verb,0.527948
off	down,0.628923
center	facility,0.50045
mention	forget,0.46289
i	england,0.567895
builder	architect,0.502389
contest	competition,0.544155
well	as,0.61412
thought	knew,0.729336
these	those,0.735444
command	commander,0.507977
english	spanish,0.651327
conquer	vanquish,0.625567
Total	cumulative,0.610213
soviet	russian,0.53501
send	sent,0.736851
snake	monkey,0.605662
lest	cannot,0.503994
rocket	missile,0.677104
discord	dissension,0.765951
oak	walnut,0.675478
half	quarter,0.592265
obtain	procure,0.604394
mistaken	misunderstood,0.557549
gun	pistol,0.769241
clinic	hospital,0.552158
interim	provisional,0.477919
distant	dim,0.432435
surpass	exceed,0.709451
dakota	carolina,0.547769
widen	broaden,0.648701
skill	aptitude,0.62832
detain	imprison,0.646605
flashlight	compass,0.485298
generous	generosity,0.587494
rapid	gradual,0.583284
wee	bonny,0.53148
wed	marry,0.792274
twilight	dusk,0.51817
drunk	drunken,0.709251
sky	skies,0.645237
lake	river,0.791959
day	week,0.655298
arrest	police,0.539425
add	bring,0.560052
book	biography,0.615584
circular	elongated,0.410393
crack	break,0.448224
strive	aspire,0.622892
warrant	arrest,0.425563
kick	goal,0.438684
branch	bank,0.54309
fate	destiny,0.549416
government	administration,0.546237
chancellor	regent,0.559093
punctual	courteous,0.577624
utah	michigan,0.707074
Drug	heroin,0.607613
smother	suffocate,0.585536
trap	prey,0.519735
dryer	washer,0.616035
five	four,0.96063
know	tell,0.735671
burden	strain,0.556563
desk	office,0.50647
belgium	austria,0.62664
height	size,0.52875
woeful	dismal,0.782469
loss	lost,0.539952
pure	purely,0.512862
helpful	useful,0.778556
onion	vegetable,0.586584
trillion	billion,0.762992
Profession	professional,0.515404
loser	victor,0.56106
servant	statesman,0.482941
stagger	stumble,0.515222
journalist	reporter,0.753627
heed	ignore,0.560988
imprison	detain,0.646605
bane	hindrance,0.47584
become	became,0.712669
soft	weak,0.523326
sprain	soreness,0.678788
heel	toe,0.57438
replacement	replace,0.721499
poor	woeful,0.560446
exceed	surpass,0.709451
glare	gaze,0.499847
classical	symphonic,0.599916
sequence	literalness,0.38757
revert	abandon,0.466136
scared	afraid,0.794663
village	town,0.73259
phenomena	phenomenon,0.757936
thief	burglar,0.807032
alive	intact,0.502314
self	ego,0.368791
hair	skin,0.605396
rave	hedonistic,0.378022
daylight	sunlight,0.538072
francisco	costa,0.512257
export	import,0.721895
convey	evoke,0.657573
proper	adequate,0.634689
destine	consign,0.423995
novelist	poet,0.736836
blade	knife,0.557137
ballot	vote,0.621582
transport	transportation,0.718827
Grand	grandeur,0.39622
competitor	rival,0.5679
bet	gamble,0.526933
disbelief	amazement,0.712315
broad	broaden,0.521616
avoid	prevent,0.68449
miner	mine,0.672929
slide	tumble,0.592056
overlap	duplication,0.506521
doer	thinker,0.446282
passion	enthusiasm,0.672488
expensive	costly,0.734672
forgiven	forgive,0.647021
leader	leadership,0.565986
trout	fish,0.778065
regain	reclaim,0.762665
loom	lurk,0.519297
slight	noticeable,0.572762
journal	magazine,0.545405
rock	rocker,0.546863
paper	newspaper,0.540157
disregard	indifference,0.545808
poignant	sorrowful,0.643638
offset	compensate,0.555808
instinct	instinctive,0.703983
stormy	turbulent,0.655204
paste	texture,0.395793
slug	bullet,0.387757
swept	sweep,0.668955
roofer	carpenter,0.664692
throne	monarch,0.619169
about	just,0.468606
actual	approximate,0.545458
bewilder	perplex,0.624193
world	globe,0.6946
column	article,0.651928
universe	planet,0.616001
withdrew	withdrawn,0.739014
slayer	killer,0.535639
fear	fearful,0.696843
swear	swore,0.690207
dominion	hegemony,0.549692
gainer	mover,0.442151
discard	dispose,0.548494
tongue	mouth,0.482567
emperor	imperial,0.591671
revise	amend,0.557765
burma	ethiopia,0.511802
own	their,0.484794
fresh	new,0.44456
owe	deserve,0.489724
washington	america,0.617594
loner	outcast,0.548806
cocoa	sugar,0.604876
chronic	acute,0.581114
guard	defensive,0.432946
weather	rain,0.56866
champ	champion,0.871917
brush	scrub,0.466109
fraud	fraudulent,0.709641
pointless	useless,0.723535
mere	only,0.543791
gape	stare,0.531478
doubtless	undoubtedly,0.697921
Bum	ass,0.60229
mississippi	louisiana,0.645579
van	truck,0.72528
crave	yearn,0.699949
confident	optimistic,0.730473
transfer	move,0.426847
museum	exhibit,0.640544
beer	drink,0.636732
intention	intent,0.716941
much	little,0.641857
inner	outer,0.564391
glimmer	glimpse,0.491475
Child	children,0.725948
rode	ride,0.653848
function	functional,0.545382
appoint	nominate,0.638812
buy	sell,0.830846
north	south,0.967453
stadium	arena,0.603137
bus	van,0.622277
brand	product,0.50095
mutter	mumble,0.669957
but	although,0.810453
gait	posture,0.480441
shyness	awkwardness,0.625364
admonish	scold,0.664559
neutral	neutrality,0.438343
Flame	candle,0.451961
gain	regain,0.501965
nut	nuts,0.648767
bum	ass,0.60229
beat	beaten,0.669524
overflow	deluge,0.429089
ear	nose,0.521054
bug	insect,0.519545
he	him,0.668114
count	charge,0.376805
selfish	selfishness,0.663969
made	make,0.724642
wise	foolish,0.523601
evident	apparent,0.679945
shrunk	shrank,0.694513
official	spokesman,0.491171
smooth	flawless,0.472241
Live	listen,0.426536
triumphant	triumphal,0.644234
calcium	nutrient,0.62595
excitement	enthusiasm,0.72452
record	mark,0.507469
cruel	inhumane,0.66964
limit	restrict,0.630583
Card	passport,0.441405
monument	museum,0.560085
signer	signatory,0.400589
again	once,0.652272
problem	dilemma,0.635958
piece	item,0.444571
cordial	amicable,0.655635
irish	scottish,0.578143
pin	mat,0.473519
whisper	murmur,0.593254
universal	equality,0.415309
pie	cake,0.58674
dearth	shortage,0.71507
pig	cow,0.65421
withstand	survive,0.582933
aloof	arrogant,0.549368
our	we,0.674881
flight	plane,0.674733
pit	mine,0.428642
happen	occur,0.660862
beckon	abound,0.55466
squirrel	fox,0.679478
spell	reign,0.39914
incredible	amazing,0.9054
salesman	salesmen,0.671486
boot	heel,0.476816
detail	meticulous,0.457614
virtual	imaginary,0.423103
illinois	missouri,0.67746
other	those,0.596827
boom	bubble,0.553061
meteor	meteorite,0.741259
reckless	irresponsible,0.707958
dresser	closet,0.542418
lent	lend,0.724335
album	song,0.691834
junk	clutter,0.418671
chum	buddy,0.571555
star	legend,0.500392
monday	friday,0.755732
worker	employee,0.661404
class	grade,0.476204
traditionalist	orthodox,0.576489
june	september,0.680818
shown	seen,0.585855
stay	keep,0.67599
wallow	revel,0.628364
stab	knife,0.480813
shrank	shrunk,0.694513
Lose	lost,0.713635
basement	upstairs,0.708706
repeal	legislation,0.603115
veil	shroud,0.60332
vein	overlying,0.413326
cliff	ledge,0.634327
ghost	witch,0.503199
searcher	search,0.500423
yelp	shriek,0.673667
togo	kenya,0.391651
rich	wealthy,0.597444
baker	butcher,0.590303
jewel	treasure,0.499394
rule	law,0.524716
entreat	beseech,0.634327
portion	amount,0.463358
lift	boost,0.52486
pupil	teacher,0.630407
pump	gas,0.503011
rural	urban,0.594858
yell	scream,0.784102
abhor	detest,0.711599
