stock	inventory,0.428718
gossip	drama,0.366593
pervert	creep,0.527753
Parent	father,0.454168
turkish	italian,0.700009
Object	aspect,0.461292
young	talented,0.395275
arid	northerly,0.489651
Agree	disagree,0.723653
granular	deterministic,0.546575
Union	federation,0.456549
critical	vital,0.520711
adjoin	neutralism,0.644912
alight	fire,0.405424
breach	violation,0.472102
maryland	kentucky,0.727124
fatal	deadly,0.544798
sent	send,0.618515
deficit	surplus,0.498728
fly	flew,0.441468
random	weird,0.429951
proctor	baker,0.405973
garden	kitchen,0.448475
dessert	dinner,0.584667
wave	breeze,0.354668
electron	nuclei,0.462048
dirt	mud,0.53568
precinct	demobilize,0.435047
korea	taiwan,0.581182
wipe	scrape,0.47866
entire	whole,0.786197
magic	magical,0.524507
augment	inhibit,0.561106
stiff	sore,0.427609
harbor	harbour,0.574646
fur	wool,0.467739
shock	disbelief,0.524709
tooth	teeth,0.622063
leader	leadership,0.477545
try	attempt,0.501286
pout	moan,0.473931
race	racer,0.438905
verdict	appeal,0.459337
knife	knives,0.644434
dealt	concurred,0.451826
hinder	impede,0.546331
architect	engineer,0.578085
pretend	assume,0.403296
interview	article,0.501539
queer	gay,0.533454
mediterranean	pacific,0.445874
scientist	physicist,0.49168
mishap	incident,0.545117
jump	climb,0.541908
crook	coward,0.419555
State	illinois,0.492938
nephew	cousin,0.761707
ardent	unremitting,0.480377
cartel	cult,0.410037
odd	strange,0.592761
click	subscribe,0.431028
append	compose,0.389833
victor	chad,0.461347
index	inflation,0.434606
length	width,0.592496
zest	zeal,0.425268
apparatus	armament,0.404229
chicago	boston,0.642012
dealer	mechanic,0.433917
colonel	lieutenant,0.4853
korean	japanese,0.617205
cell	phone,0.408377
rotten	disgusting,0.430193
experiment	initiative,0.433945
Link	site,0.437738
proffer	interpose,0.59449
bird	squirrel,0.528432
exercise	diet,0.446384
rhodesian	workingmen,0.46051
inspect	examine,0.481056
led	brought,0.398073
chose	choose,0.742791
leg	arm,0.652863
punch	slap,0.681154
fifteenth	seventeenth,0.651303
sprung	sprang,0.411935
save	preserve,0.429044
afternoon	evening,0.784338
bachelor	jeopardy,0.442121
busy	hectic,0.529268
let	allow,0.518918
sink	drain,0.434146
gloat	brag,0.594908
sing	sang,0.715377
himself	herself,0.769499
fifteen	twenty,0.70763
miser	slanderer,0.408738
stereo	snare,0.366215
great	fantastic,0.704091
talent	skill,0.525769
northern	southern,0.698903
survivor	victim,0.445602
conceit	arrogance,0.557992
screech	shriek,0.549812
Back	unsteadiness,0.373992
scatter	shrivel,0.395552
resurrect	revive,0.522144
merger	settlement,0.513711
repel	eradicate,0.413011
grandchild	daughter,0.560335
defeat	victory,0.528316
opinion	perspective,0.505879
implement	enforce,0.612269
behead	accost,0.487294
honor	honour,0.705716
grower	traditionalist,0.397539
writer	journalist,0.561842
blizzard	storm,0.679146
danger	threat,0.452292
forbid	ostracize,0.399952
win	won,0.559976
limp	stiff,0.392183
confession	confess,0.416672
clout	prominence,0.449305
minnesota	michigan,0.713512
austria	denmark,0.682506
wit	with,0.718789
Free	complementary,0.372759
motor	automobile,0.451726
limb	leg,0.400254
scandal	controversy,0.479903
causal	casual,0.639818
cloud	enterprise,0.459471
Nice	lovely,0.538741
roar	growl,0.460523
use	utilize,0.568029
fee	payment,0.417674
from	therefrom,0.408242
harass	terrorize,0.54699
usa	america,0.540968
theme	wallpaper,0.384595
frog	squirrel,0.507547
next	last,0.437395
few	couple,0.699306
camera	mirror,0.399078
refuge	solace,0.495378
pelvic	pelvis,0.558416
cram	revise,0.497119
stage	event,0.418233
belgian	german,0.5794
sort	kind,0.533369
pencil	pen,0.564975
compatriot	colleague,0.481174
clever	witty,0.650802
shipwreck	meteorite,0.434909
on	onto,0.529223
trait	characteristic,0.537325
patrol	police,0.466696
musician	singer,0.6534
heir	descendant,0.417416
sister	brother,0.823451
meant	mean,0.524984
heartily	fervently,0.498521
train	bus,0.648236
rubbish	useless,0.553207
baby	nephew,0.420963
rare	uncommon,0.388223
harvest	reap,0.46293
starter	stopper,0.334529
women	men,0.688459
annoy	aggravate,0.666781
account	page,0.466402
hoard	stockpile,0.477853
meek	trinidad,0.52241
tunnel	bridge,0.431076
ride	rode,0.568922
critic	journalist,0.44929
pour	spill,0.394435
recession	economy,0.486254
gruff	shrill,0.502666
unreal	unbelievable,0.667558
obvious	apparent,0.517677
thin	thick,0.529346
drill	rifle,0.392949
of	demobilization,0.431948
jordan	chad,0.430912
meet	met,0.462062
grin	smile,0.552582
fetch	collect,0.347322
proof	evidence,0.570716
control	dictate,0.420819
hip	pelvis,0.433505
slid	drove,0.616426
distract	detract,0.547884
tap	snap,0.348962
council	committee,0.623362
patron	liquor,0.44645
plate	table,0.43131
process	procedure,0.484919
lock	disable,0.387239
admirer	adherent,0.376206
tax	refund,0.533107
dogma	ideology,0.494539
rapt	unaccustomed,0.381323
high	low,0.545455
villain	joker,0.441195
streamer	stream,0.41228
slip	slide,0.459383
sought	seek,0.481385
hit	smash,0.396781
skirt	dress,0.59874
contempt	disdain,0.575337
counterfeit	fraudulent,0.461103
lamb	chicken,0.500318
sir	mister,0.449707
grape	orange,0.485137
lame	whack,0.58792
stole	steal,0.611524
six	four,0.741777
parlour	parlor,0.639338
serum	moisture,0.461454
thrive	flourish,0.521696
carrier	manufacturer,0.397291
forest	grove,0.428994
animal	elephant,0.486888
weaken	erode,0.576986
panic	hysteria,0.455653
sin	sinful,0.350342
sweat	drip,0.400438
fare	ticket,0.355889
tension	awkwardness,0.492995
attend	participate,0.50028
farm	barn,0.478607
watch	listen,0.449209
await	beckon,0.41941
tact	intact,0.466262
hazard	bale,0.432746
sardinia	south-america,0.564122
discomfort	soreness,0.676764
wrist	ankle,0.673266
ethnic	racial,0.522474
marrow	liver,0.446469
strut	prance,0.476387
bankrupt	liquidation,0.394297
rental	rent,0.527616
crossroad	dahomey,0.380247
assassin	assailant,0.421072
light	dark,0.413693
sit	lay,0.590724
arduous	painstaking,0.570367
correspond	correlate,0.604143
element	aspect,0.470063
chief	deputy,0.496388
spain	italy,0.765671
allot	lot,0.784203
allow	let,0.518918
buoyant	volatile,0.562439
furious	ecstatic,0.407606
straw	pencil,0.412901
breast	thyroid,0.420147
neglect	abuse,0.453031
heater	furnace,0.540649
move	switch,0.416726
disarm	unarm,0.51381
meter	variable,0.359393
doubtful	sceptical,0.545256
covet	mortify,0.430238
spank	smack,0.557517
austrian	russian,0.582891
Final	preliminary,0.435443
bunch	lot,0.612988
glen	grove,0.40673
superior	inferior,0.590488
brood	agonize,0.38071
outer	external,0.453574
chosen	chose,0.506894
dr	dr.,0.811129
guerrilla	incipient,0.376085
glee	supernatural,0.570243
him	them,0.616204
shudder	cringe,0.549968
heroism	bravery,0.463744
blatant	shameful,0.540229
restrain	refrain,0.564104
youngster	defender,0.54149
orange	purple,0.550603
criterion	criteria,0.410275
spot	place,0.454767
fourth	third,0.783258
dad	grandma,0.693232
prosper	succeed,0.489444
crash	collision,0.569532
haven	ridge,0.35168
orthodox	jewish,0.507503
auto	automotive,0.476349
elephant	squirrel,0.55909
earn	generate,0.471607
ship	plane,0.377913
drip	drain,0.404203
placid	hampshire,0.389521
kiss	hug,0.441871
front	beside,0.432415
republican	democrat,0.775664
cage	cave,0.397499
fled	flee,0.51335
successor	predecessor,0.442601
assess	evaluate,0.573292
reestablish	re-establish,0.703367
thrill	joy,0.463002
profound	philosophic,0.550749
radiant	resplendent,0.47944
feast	meal,0.503463
delightful	wonderful,0.62027
perfectionist	hypocrite,0.459889
mode	mentality,0.362359
truth	untruth,0.439381
persia	captivation,0.388594
promise	guarantee,0.455026
beneath	under,0.514473
luster	splendor,0.391273
scorch	corrode,0.379593
flair	style,0.372016
commonwealth	confederation,0.486152
thwart	curtail,0.518864
Network	program,0.433374
edinburgh	london,0.6411
unshaken	unobserved,0.540765
globe	beacon,0.320381
related	similar,0.468746
scamper	skulk,0.487324
mar	april,0.505296
static	flux,0.385635
thirteen	fifteen,0.646907
banal	mundane,0.526978
bay	ridge,0.488298
tenth	ninth,0.670732
wander	skulk,0.466249
special	magical,0.412866
out	up,0.40122
sentiment	discourse,0.466403
frontier	industrialism,0.407512
rep	representative,0.496016
fathom	comprehend,0.656193
repress	subjugate,0.528359
may	might,0.666185
venom	venomous,0.422175
mate	lad,0.666617
freshman	freshmen,0.897306
wondrous	marvelous,0.562575
stud	ring,0.365823
hilarious	funny,0.701989
stun	frighten,0.336284
red	blue,0.626479
troop	military,0.427958
shut	lighten,0.455223
perish	die,0.44399
southern	northern,0.698903
undo	erase,0.47948
hanker	bereave,0.523194
fourteen	thirteen,0.621822
ban	boycott,0.514267
york	orleans,0.613953
tempt	deceive,0.454256
shun	reject,0.40777
Meet	met,0.462062
anyhow	anyway,0.542717
likelihood	likeliness,0.613036
afterward	then,0.416384
tenant	landlord,0.533796
dominican	mexican,0.661303
shrew	captivation,0.42342
scary	sketchy,0.585181
linguist	physicist,0.508462
yard	driveway,0.466137
spill	spit,0.469201
mortar	munition,0.462071
could	can,0.709451
area	region,0.550417
florida	michigan,0.669618
timer	flashlight,0.39438
relentless	ruthless,0.523104
counterpart	colleague,0.408158
elector	re-establishment,0.640086
chicken	steak,0.549228
shred	demolish,0.383405
felt	feel,0.645592
uproot	embitter,0.514998
retail	consumer,0.529524
scare	frighten,0.6098
south	north,0.809214
mad	angry,0.499894
sew	knit,0.455062
thicken	corrode,0.493508
undid	overrode,0.428815
fragrant	luxuriant,0.514749
powerful	profound,0.536415
scene	sequence,0.382183
advisor	adviser,0.657116
echo	illussion,0.349491
congo	ethiopia,0.609976
submit	publish,0.545129
drastic	substantial,0.506919
drinker	smoker,0.53911
filial	reverent,0.507191
pauper	commoner,0.408416
ancient	medieval,0.514756
glisten	sparkle,0.469942
strict	stringent,0.535381
unknown	untold,0.410566
vulgar	crass,0.538863
grip	hold,0.374184
system	program,0.490331
grow	grew,0.575702
attach	affix,0.477825
attack	ambush,0.484529
sergeant	lieutenant,0.538913
ankle	knee,0.743877
final	preliminary,0.435443
boil	drain,0.438476
beard	hair,0.489487
sixteenth	eighteenth,0.705288
shell	tank,0.359082
stomach	throat,0.578682
lot	allot,0.784203
happy	unhappy,0.469647
shelf	shelves,0.574569
shallow	superficial,0.489519
negro	nigger,0.499513
feint	faint,0.483524
grandpa	grandma,0.784284
diminish	deplete,0.51961
reaffirm	reassert,0.554971
Stop	quit,0.62036
herself	himself,0.769499
institution	establishment,0.519422
remember	recall,0.514218
steel	aluminum,0.566875
loved	hated,0.566166
photograph	picture,0.477493
ultimatum	indeterminable,0.401232
holland	denmark,0.597016
counteract	neutralize,0.581589
bother	dignify,0.467418
aggressor	combatant,0.488821
see	hear,0.501886
bed	sleep,0.521832
frugal	thrifty,0.505814
sweden	germany,0.713852
lover	friend,0.419155
steep	climb,0.42586
torrent	stream,0.399833
steer	interpose,0.420133
bard	nobleman,0.380235
exhibit	exhibition,0.655317
rhythmic	classical,0.459207
beggar	commoner,0.396649
viewer	reader,0.484874
partnership	collaboration,0.546983
tide	alabama,0.452027
fail	failure,0.41071
thereto	interpose,0.527709
nourish	enrich,0.538248
torment	wretchedness,0.433944
sundown	edc,0.424849
uganda	kenya,0.611408
close	near,0.494321
need	want,0.583946
turn	switch,0.434312
border	boarder,0.635928
complete	total,0.562717
screw	fuck,0.543226
bastard	idiot,0.499461
afraid	scared,0.704049
inform	enlighten,0.486574
skillful	skilful,0.638979
able	unable,0.604022
outward	inward,0.532267
adjunct	supranational,0.507433
mix	instrumental,0.424799
forbidden	sacred,0.400864
tactic	tactics,0.662073
so	too,0.489219
divert	avert,0.516974
soar	sore,0.442261
tonight	tomorrow,0.537176
spinster	adventuresome,0.420976
Laugh	chuckle,0.59106
clash	match,0.510083
deploy	install,0.512077
who	whom,0.516108
clog	elate,0.403531
offend	intimidate,0.509756
montana	carolina,0.394368
eight	six,0.695976
sedan	vehicle,0.481693
awe	yea,0.378962
segment	column,0.478722
fervent	wholehearted,0.535471
police	policemen,0.545648
plumber	roofer,0.532809
dreamland	bed,0.377688
placement	evaluation,0.464068
expert	consultant,0.525438
gather	congregate,0.442488
upset	angry,0.551597
pretext	pretense,0.524815
face	forehead,0.464893
absurd	outrageous,0.63404
guinea	kitten,0.403631
occasion	circumstance,0.427665
constrain	amenable,0.496695
fact	conclusion,0.437886
drunken	drunk,0.449211
recess	lunch,0.454867
deject	literalness,0.679449
mistook	stole,0.44236
freshmen	freshman,0.897306
stove	heater,0.512404
anyway	though,0.58148
madman	lunatic,0.496521
connect	interact,0.466405
bring	brought,0.549939
traitor	hypocrite,0.579493
bedroom	room,0.556535
passe	marcher,0.439081
molest	strangle,0.531951
economist	statesman,0.452762
Public	private,0.462546
setter	painter,0.338286
one	unsteadiness,0.432911
Shut	lighten,0.455223
pause	gasp,0.36277
planter	ornament,0.483815
tire	wheel,0.376625
tantamount	prejudicial,0.499059
jaw	pelvis,0.528344
winner	champion,0.486935
jar	bottle,0.487701
rash	bruise,0.426345
eat	ate,0.554054
prolong	justify,0.479437
earner	salary,0.394847
score	goal,0.430745
York	orleans,0.613953
indeed	nonetheless,0.49624
fuel	gas,0.555095
inhabit	populate,0.479382
local	regional,0.484688
inferior	superior,0.590488
equilibrium	amiability,0.461214
vigor	vigour,0.587111
staunch	fanatical,0.48364
insight	perspective,0.569949
cuba	mexico,0.50563
plaintiff	litigant,0.53221
familiar	unfamiliar,0.530552
czechoslovakia	workingmen,0.432274
rush	panic,0.349697
bear	elephant,0.431159
neighbour	neighbor,0.771574
joint	blunt,0.410923
bean	pea,0.422643
darken	deplete,0.463644
perfection	flawless,0.514315
fallout	outrage,0.377623
ranch	bacon,0.442499
spur	curb,0.379874
antagonist	epithet,0.467378
endless	unlimited,0.462982
gray	grey,0.810745
evolution	improbability,0.456758
dishearten	exasperate,0.571497
tobacco	cigarette,0.465407
course	coarse,0.653231
upper	lower,0.532324
denmark	germany,0.705255
yearn	crave,0.488034
eyebrow	eyelid,0.532949
summon	conjure,0.449374
stuff	something,0.446538
juror	jury,0.5121
ascertain	stipulate,0.590194
ohio	michigan,0.753114
grab	snatch,0.506215
viet	chinese,0.507589
sediment	granular,0.534168
widow	widower,0.41361
unison	stiffly,0.401571
conform	adhere,0.548061
albania	italy,0.571827
expel	expell,0.533354
persist	continue,0.507386
frame	canvas,0.420831
shake	bounce,0.428166
orphan	anarchist,0.351244
credo	lamentable,0.364406
Unite	unify,0.498087
computer	phone,0.525897
yugoslavia	ussr,0.478331
powder	butter,0.486067
desperate	pathetic,0.568885
greece	spain,0.644305
cold	chilly,0.598669
dungeon	medieval,0.422697
wire	cord,0.48842
closet	wardrobe,0.54745
reform	legislation,0.629773
pattern	fabric,0.417485
partisan	political,0.561649
monstrous	gigantic,0.491214
below	above,0.616872
tend	tendency,0.480642
genius	brilliance,0.441487
state	illinois,0.492938
hammock	beach,0.487542
supernatural	glee,0.570243
viper	monster,0.373025
horrible	terrible,0.885643
crude	oil,0.455108
piston	transom,0.392942
pistol	gun,0.53929
rigor	extrapolation,0.493449
sold	sell,0.591624
tent	cabin,0.427062
Station	radio,0.417215
perfect	flawless,0.572817
exam	test,0.628949
amen	preach,0.516981
belie	believe,0.399894
sorrow	sadness,0.600535
notion	insinuation,0.556461
deliver	provide,0.531223
physicist	linguist,0.508462
willing	unwilling,0.637555
job	position,0.457663
key	crucial,0.473144
group	organization,0.400659
precious	adorable,0.548408
swift	direction,0.43595
thank	bless,0.474857
exclaim	say,0.491498
grass	lawn,0.434877
drum	guitar,0.53019
seventeen	sixteen,0.631362
career	profession,0.437209
quitter	cheater,0.390784
deer	squirrel,0.595014
incident	accident,0.54841
drug	heroin,0.512544
april	june,0.858099
deter	prevent,0.565483
grain	wheat,0.514581
swim	swam,0.460193
swallow	spit,0.463734
snap	shoot,0.374637
glorious	magnificent,0.61837
devout	fanatical,0.5049
comment	remark,0.558855
unclear	uncertain,0.522071
railroad	rail,0.510175
censorship	censor,0.464377
gone	gonna,0.493444
tunisia	egypt,0.636807
walk	trudge,0.550389
commend	applaud,0.632856
franchise	transaction,0.401987
incest	adultery,0.510395
laugh	chuckle,0.59106
respect	sympathy,0.469498
walnut	maple,0.534343
flourish	thrive,0.521696
withdrawn	withdrew,0.456596
unclean	vile,0.423326
blink	illussion,0.377046
quit	stop,0.62036
swimmer	gymnast,0.595989
addition	amenity,0.451774
decent	good,0.580067
muddy	mud,0.564885
cent	percent,0.451597
restless	anxious,0.464007
Phone	computer,0.525897
gaze	stare,0.459229
treat	mistreat,0.468829
certain	specific,0.536903
poet	musician,0.534946
curtain	door,0.416025
feather	turquoise,0.446822
waste	squander,0.461602
louisiana	mississippi,0.654955
field	road,0.409094
nickel	copper,0.450682
harshest	worst,0.5404
am	i'm,0.571441
goddess	queen,0.508362
meaningless	pointless,0.635482
assert	reassert,0.569469
redhead	ginger,0.426195
planner	calendar,0.450842
lung	kidney,0.566946
bull	horse,0.379889
general	governmental,0.381735
present	gift,0.443915
banish	eliminate,0.532612
hypocrite	liar,0.608745
truant	absent,0.401666
novel	book,0.559876
irregular	indeterminate,0.43704
wilt	ivory-coast,0.315167
plain	pure,0.437679
align	evaluate,0.464291
brat	hypocrite,0.500944
ripen	accrue,0.489773
pandemonium	chaos,0.417701
will	shall,0.614138
stalin	dictator,0.420874
Year	month,0.615191
wild	crazy,0.502395
ill	will,0.450471
groin	ankle,0.609165
snack	dessert,0.537095
layer	centimetre,0.449584
ail	undependability,0.323851
game	match,0.480076
ripe	ripen,0.39146
almost	literally,0.449288
dissent	bigotry,0.493361
delusion	restlessness,0.490219
site	page,0.510607
lust	greed,0.454314
dual	adjustable,0.42197
lifetime	life,0.362718
arabia	kuwait,0.488304
partner	mentor,0.411904
thud	clatter,0.508783
stoicism	dissention,0.636282
encompass	pervade,0.51001
whirl	twist,0.343162
denial	disbelief,0.424997
Return	departure,0.378486
Sucker	pervert,0.352868
began	begin,0.61417
headlight	washer,0.435134
cross	bend,0.359215
defiant	autocratic,0.454188
campus	downtown,0.502224
member	participant,0.45918
hare	lion,0.3498
speaker	assembly,0.448038
northwest	southeast,0.700886
replenish	reestablish,0.507622
outbreak	epidemic,0.552603
socialist	communist,0.668976
cream	butter,0.510082
regal	majestic,0.425379
twelfth	tenth,0.53784
grandeur	clearness,0.508724
difficult	hard,0.529066
disc	axle,0.367379
incorrect	correct,0.599559
killer	murderer,0.446994
slave	servant,0.413974
mcgovern	president-elect,0.426926
cubic	diameter,0.418945
absorb	assimilate,0.473202
bale	arsenal,0.449495
drink	drank,0.638258
upon	unto,0.43721
effect	affect,0.619477
outcast	loner,0.422569
Brother	sister,0.823451
flew	flown,0.497144
painful	torturous,0.617264
dust	sand,0.38899
build	construct,0.569725
sunburn	cramp,0.484258
magician	mechanic,0.395252
judgment	conviction,0.444094
mount	transom,0.417914
expand	broaden,0.626732
retard	loser,0.597901
plural	noun,0.411763
off	out,0.376742
center	centre,0.80317
mention	reply,0.399078
i	we,0.620577
builder	broker,0.387582
contest	competition,0.673577
well	alright,0.445927
thought	knew,0.57965
these	those,0.704676
command	interpose,0.403246
english	spanish,0.754423
conquer	overcome,0.543661
Total	complete,0.562717
soviet	ussr,0.624754
depict	illustrate,0.49712
send	sent,0.618515
snake	shark,0.470901
lest	shall,0.452219
unarm	civilise,0.627306
rocket	missile,0.475029
discord	disunity,0.460083
oak	walnut,0.521591
half	quarter,0.498311
obtain	acquire,0.576638
mistaken	misinformed,0.419835
gun	rifle,0.540748
clinic	hospital,0.492294
interim	assistant,0.519206
distant	nihilistic,0.373848
surpass	exceed,0.637781
dakota	carolina,0.548236
widen	deepen,0.539214
skill	talent,0.525769
detain	imprison,0.531271
flashlight	timer,0.39438
generous	considerate,0.562163
rapid	fast,0.389495
wee	little,0.52747
wed	wednesday,0.711497
twilight	glee,0.484527
drunk	sober,0.490001
sky	skies,0.559025
lake	creek,0.569821
day	night,0.479498
arrest	detain,0.471847
add	bring,0.467072
book	novel,0.559876
circular	magnetic,0.419614
crack	heroin,0.476516
strive	yearn,0.468272
warrant	probation,0.412467
kick	smack,0.510006
branch	grove,0.405098
fate	destiny,0.48435
liberia	uganda,0.594394
chancellor	treasurer,0.515559
punctual	considerate,0.505744
utah	oklahoma,0.699015
Drug	heroin,0.512544
smother	suffocate,0.589278
trap	instrumental,0.368548
dryer	washer,0.576383
five	three,0.718596
know	tell,0.527502
burden	hindrance,0.453365
desk	chair,0.54968
belgium	germany,0.677596
height	size,0.50036
woeful	atrocious,0.654043
loss	defeat,0.434982
pure	sheer,0.520471
helpful	useful,0.693252
onion	bacon,0.500078
trillion	billion,0.693549
Profession	livelihood,0.454733
loser	retard,0.597901
servant	sagacity,0.446392
stagger	hobble,0.505967
journalist	reporter,0.637492
heed	interpose,0.365635
imprison	inflame,0.535498
bane	joker,0.441442
become	became,0.735278
soft	smooth,0.451396
sprain	fracture,0.549679
heel	toe,0.486142
replacement	substitute,0.441301
poor	pitiful,0.420314
exceed	surpass,0.637781
glare	stare,0.51955
classical	jazz,0.550212
sequence	improbability,0.400685
revert	refer,0.444332
scared	afraid,0.704049
village	town,0.493052
phenomena	phenomenon,0.588976
thief	thieves,0.558112
alive	awake,0.48972
self	herself,0.460466
hair	beard,0.489487
rave	party,0.495357
daylight	sunlight,0.371623
francisco	orleans,0.555183
export	import,0.64828
convey	decipher,0.513176
proper	decent,0.476071
destine	destiny,0.406426
novelist	author,0.542232
blade	sword,0.459717
ballot	candidate,0.423639
transport	transportation,0.650828
Grand	ninetieth,0.344915
competitor	rival,0.395512
bet	swear,0.440584
disbelief	amazement,0.578585
broad	narrow,0.373971
avoid	prevent,0.512302
miner	coal,0.388639
slide	slid,0.494367
overlap	correlate,0.463214
doer	hearer,0.439561
passion	enthusiasm,0.504419
expensive	costly,0.491255
forgiven	forgave,0.480919
philadelphia	boston,0.550619
trout	fish,0.481406
regain	retain,0.580119
loom	look,0.420684
slight	mild,0.558456
journal	newspaper,0.462038
rock	metal,0.416681
paper	essay,0.528489
disregard	ignore,0.505273
poignant	profound,0.506742
offset	mitigate,0.490026
instinct	intuition,0.538934
stormy	foggy,0.474835
paste	translate,0.398146
slug	sloth,0.43634
swept	sweep,0.540038
roofer	plumber,0.532809
throne	majesty,0.438906
about	bout,0.699927
actual	literal,0.464958
bewilder	appall,0.602884
world	universe,0.492614
column	article,0.605032
universe	world,0.492614
withdrew	withdraw,0.504493
slayer	hunter,0.43239
fear	discouragement,0.461418
swear	swore,0.453901
dominion	providence,0.445117
gainer	nutrition,0.36728
discard	dispose,0.475529
tongue	nose,0.552495
emperor	descendant,0.421702
revise	revision,0.631351
burma	somalia,0.561107
own	personal,0.381149
fresh	crisp,0.394698
owe	pay,0.394676
washington	connecticut,0.502716
loner	loser,0.548857
cocoa	lemon,0.501437
chronic	severe,0.510782
guard	defender,0.387528
weather	rain,0.536025
champ	champion,0.700155
brush	wash,0.542751
fraud	fraudulent,0.543646
pointless	meaningless,0.635482
mere	nominal,0.343598
gape	shapely,0.309027
doubtless	hitherto,0.552656
Bum	ass,0.389886
mississippi	arkansas,0.664915
van	truck,0.440856
crave	yearn,0.488034
confident	optimistic,0.597311
transfer	loan,0.493717
museum	exhibition,0.539891
beer	wine,0.611484
intention	intent,0.601489
much	lot,0.479966
inner	internal,0.491634
glimmer	gleam,0.453175
Child	children,0.55715
rode	drove,0.63012
function	operate,0.388451
appoint	hire,0.51663
buy	sell,0.647512
north	south,0.809214
stadium	arena,0.573224
bus	train,0.648236
brand	product,0.384483
mutter	mumble,0.504364
but	although,0.546537
gait	propriety,0.411219
shyness	insecurity,0.503337
admonish	embitter,0.601156
neutral	conciliatory,0.437472
Flame	fire,0.465082
gain	accrue,0.442229
nut	nuts,0.502405
bum	ass,0.389886
beat	beaten,0.514027
overflow	abundance,0.416425
ear	nose,0.512194
bug	rat,0.383166
he	she,0.779378
count	depend,0.395694
selfish	heartless,0.595293
made	make,0.496206
wise	shrewd,0.433322
evident	prevalent,0.519115
shrunk	shrank,0.582793
official	original,0.400109
smooth	soft,0.451396
Live	stream,0.372221
triumphant	triumphal,0.463787
calcium	vitamin,0.556198
excitement	excitedness,0.60083
record	title,0.33008
cruel	harsh,0.528614
limit	restriction,0.502104
Card	certificate,0.405599
monument	museum,0.499064
signer	marcher,0.448014
again	anyway,0.459112
problem	issue,0.547453
piece	slice,0.471422
cordial	courteous,0.420577
irish	scottish,0.660187
pin	ribbon,0.324936
whisper	whimper,0.412501
universal	immoderate,0.379586
pie	cake,0.540753
dearth	imprecision,0.495146
pig	squirrel,0.54098
withstand	endure,0.528151
aloof	intransigent,0.500049
our	their,0.569442
flight	plane,0.595266
pit	pile,0.346312
happen	occur,0.592803
beckon	betroth,0.434227
squirrel	deer,0.595014
spell	capitalize,0.392451
gay	queer,0.533454
incredible	amazing,0.763573
salesman	salesmen,0.631134
boot	shoe,0.445465
detail	elaboration,0.41466
virtual	digital,0.443982
illinois	michigan,0.740296
other	unauthentic,0.391308
boom	thud,0.361581
meteor	meteorite,0.438891
reckless	ruthless,0.476823
dresser	shelf,0.438972
lent	diet,0.362132
album	song,0.504328
junk	nonsense,0.439423
chum	buddy,0.354956
star	celebrity,0.360145
monday	tuesday,0.782361
worker	employee,0.581275
class	lecture,0.604361
traditionalist	distrustful,0.519974
june	april,0.858099
shown	given,0.437818
stay	remain,0.557694
wallow	indulge,0.53926
stab	strangle,0.625466
shrank	shrunk,0.582793
Lose	loose,0.683619
basement	attic,0.588974
repeal	nullify,0.565837
veil	horizon,0.416076
vein	artery,0.478102
cliff	bridge,0.423604
ghost	demon,0.411657
searcher	guidepost,0.425705
yelp	restaurant,0.406589
togo	ethiopia,0.599248
rich	wealthy,0.608874
baker	porter,0.447346
jewel	pearl,0.407333
rule	law,0.389615
entreat	beseech,0.663169
portion	hearer,0.397929
lift	interpose,0.394139
pupil	student,0.462722
pump	fuel,0.426728
rural	northern,0.551634
yell	scream,0.614464
abhor	despise,0.669972
